2,10,-15,0
3,-15,10,1
0,-15,5,0
3,-15,0,0
3,-15,-5,1
2,-15,-10,1
2,-15,-15,0
1,-15,15,0
1,-5,15,1
1,0,15,0
3,5,15,0
0,10,15,0
0,-10,15,1
2,15,15,0
2,15,-15,0
2,15,-10,0
1,15,-5,0
2,15,0,1
2,15,5,0
1,15,10,1
2,-5,-15,1
3,0,-15,0
0,10,-15,1
2,-10,-15,1
0,-10,10,1
2,-10,5,0
2,-10,-5,0
3,-10,-10,1
2,10,10,0
0,10,5,1
1,10,0,1
0,10,-5,0
1,10,-10,0
3,5,10,1
0,0,10,1
3,-5,10,0
3,5,-10,0
0,0,-10,1
0,-5,-10,0
0,-5,5,1
1,5,5,0
0,5,-5,0
0,-5,-5,1
1,0,-5,0
0,-5,0,1
0,0,5,1
2,5,0,0
1,0,0,0
4,-13,-3,0
5,-2,-13,1
5,-2,-6,0
5,-3,2,0
5,4,3,1
5,-3,0,1
5,-5,8,0
5,-12,-3,0
