0,-15,10,0
1,-15,5,1
1,-15,0,0
3,-15,-5,1
2,-15,-10,1
2,-15,-15,0
1,-15,15,0
1,-5,15,1
0,0,15,0
3,5,15,0
1,10,15,0
3,-10,15,0
0,15,15,1
1,15,-15,0
1,15,-10,1
0,15,-5,0
1,15,0,0
3,15,5,1
2,15,10,1
2,-5,-15,1
0,0,-15,0
1,5,-15,1
0,-10,-15,0
3,-10,10,0
2,-10,5,1
2,-10,0,1
0,-10,-5,1
2,-10,-10,0
3,10,10,0
1,10,5,1
3,10,0,1
3,10,-5,1
3,10,-10,1
3,5,10,1
2,0,10,0
0,-5,10,1
2,5,-10,1
1,0,-10,0
0,-5,-10,0
0,-5,5,1
0,5,5,1
1,5,-5,0
1,-5,-5,1
0,0,-5,0
0,-5,0,0
0,0,5,1
1,5,0,1
3,0,0,1
4,-16,8,0
5,8,-8,0
5,-3,-7,1
5,-2,-1,0
5,-2,7,0
5,-4,2,1
5,-7,2,1
5,-7,8,0
5,-16,8,1
